,Unnamed: 0.1,Unnamed: 0,price,date of last sale,year of first sale,propertyType,bedrooms,lat,lng
440,89.0,69.0,850000.0,2022-04-20,2022,Flat,1,51.494684,-0.119652
441,90.0,70.0,875000.0,2022-04-21,2022,Flat,1,51.52329,-0.1846
442,91.0,71.0,785000.0,2022-04-22,2022,Flat,1,51.50204,-0.01518
443,92.0,72.0,1100000.0,2022-04-23,2022,Flat,1,51.51639,-0.1561
444,93.0,20.0,975000.0,2022-04-24,2022,Flat,1,51.5047965,-0.1729735
445,94.0,73.0,850000.0,2022-04-25,2022,Flat,1,51.493203,-0.189847
446,95.0,74.0,850000.0,2022-04-26,2022,Flat,1,51.491759,-0.165862
447,96.0,75.0,887500.0,2022-04-27,2022,Flat,1,51.518673,-0.174883
448,97.0,76.0,850000.0,2022-04-28,2022,Flat,1,51.506028,-0.192062
449,98.0,77.0,850000.0,2022-04-29,2022,Flat,1,51.497513,-0.134748
450,99.0,21.0,850000.0,2022-04-30,2022,Flat,1,51.49694,-0.1612495
451,100.0,22.0,850000.0,2022-05-01,2022,Flat,1,51.49694,-0.1612495
452,101.0,23.0,850000.0,2022-05-02,2022,Flat,1,51.49694,-0.1612495
453,102.0,78.0,850000.0,2022-05-03,2022,Flat,1,51.496367,-0.187751
454,103.0,79.0,850000.0,2022-05-04,2022,Flat,1,51.489589,-0.189722
455,104.0,80.0,895000.0,2022-05-05,2022,Flat,1,51.509866,-0.203476
456,105.0,81.0,850000.0,2022-05-06,2022,Flat,1,51.493918,-0.143252
457,106.0,24.0,850000.0,2022-05-07,2022,Flat,1,51.518542,-0.1648919999999999
458,107.0,25.0,850000.0,2022-05-08,2022,Flat,1,51.518542,-0.1648919999999999
459,108.0,82.0,850000.0,2022-05-09,2022,Flat,1,51.543166,-0.186532
460,109.0,83.0,875000.0,2022-05-10,2022,Flat,1,51.48652,-0.168283
461,110.0,84.0,850000.0,2022-05-11,2022,Flat,1,51.487033,-0.226178
462,111.0,85.0,895000.0,2022-05-12,2022,Flat,1,51.489102,-0.190437
463,112.0,86.0,850000.0,2022-05-13,2022,Flat,1,51.53009,-0.09207
464,113.0,87.0,850000.0,2022-05-14,2022,Flat,1,51.508216,-0.069492
465,114.0,26.0,862500.0,2022-05-15,2022,Flat,1,51.499538,-0.104587
466,115.0,88.0,875000.0,2022-05-16,2022,Flat,1,51.49086,-0.139682
467,116.0,89.0,875000.0,2022-05-17,2022,Flat,1,51.491817,-0.167769
468,117.0,90.0,850000.0,2022-05-18,2022,Flat,1,51.504711,-0.068828
469,118.0,91.0,895000.0,2022-05-19,2022,Flat,1,51.52305,-0.08332
470,119.0,92.0,850000.0,2022-05-20,2022,Flat,1,51.519417,-0.159653
472,,,5950000.0,2022-05-21 00:00:00,2022,Semi-Detached,4,51.514602,-0.193473
175,,,9500000.0,2022-05-22 00:00:00,2022,Terraced,5,51.488223,-0.163172
82,,,12950000.0,2022-05-23 00:00:00,2021,Flat,3,51.49782,-0.16462
14,,,23000000.0,2022-05-24 00:00:00,2022,Flat,5,51.501882,-0.185402
94,,,12000000.0,2022-05-25 00:00:00,2022,Flat,4,51.50525,-0.1917
45,,,16950000.0,2022-05-26 00:00:00,2022,Terraced,5,51.508423,-0.150583
68,,,14500000.0,2022-05-27 00:00:00,2021,Flat,5,51.5157,-0.1543
